시행횟수,100번,1000번,10000번,100000번
39191번째수,,,,1.56
39192번째수,,,,5.17
39193번째수,,,,1.07
39194번째수,,,,5.07
39195번째수,,,,4.84
39196번째수,,,,1.28
39197번째수,,,,5.58
39198번째수,,,,5.85
39199번째수,,,,3.28
39200번째수,,,,3.83
39201번째수,,,,5.83
39202번째수,,,,2.46
39203번째수,,,,5.26
39204번째수,,,,4.88
39205번째수,,,,3.05
39206번째수,,,,4.23
39207번째수,,,,1.61
39208번째수,,,,4.06
39209번째수,,,,5.33
39210번째수,,,,3.55
39211번째수,,,,3.49
39212번째수,,,,4.87
39213번째수,,,,4.76
39214번째수,,,,1.45
39215번째수,,,,3.93
39216번째수,,,,4.74
39217번째수,,,,5.15
39218번째수,,,,1.96
39219번째수,,,,4.12
39220번째수,,,,5.63
39221번째수,,,,5.8
39222번째수,,,,2.51
39223번째수,,,,3.28
39224번째수,,,,3.75
39225번째수,,,,3.06
39226번째수,,,,2.59
39227번째수,,,,2.34
39228번째수,,,,1.52
39229번째수,,,,5.66
39230번째수,,,,4.21
39231번째수,,,,4.41
39232번째수,,,,5.59
39233번째수,,,,5.18
39234번째수,,,,4.62
39235번째수,,,,4.92
39236번째수,,,,5.59
39237번째수,,,,5.33
39238번째수,,,,5.28
39239번째수,,,,5.5
39240번째수,,,,5.03
39241번째수,,,,5.15
39242번째수,,,,4.75
39243번째수,,,,2.03
39244번째수,,,,3.63
39245번째수,,,,4.24
39246번째수,,,,2.99
39247번째수,,,,4.7
39248번째수,,,,1.83
39249번째수,,,,2.01
39250번째수,,,,3.21
39251번째수,,,,3.15
39252번째수,,,,4.98
39253번째수,,,,5.14
39254번째수,,,,1.27
39255번째수,,,,5.17
39256번째수,,,,1.27
39257번째수,,,,4.92
39258번째수,,,,4.55
39259번째수,,,,2.92
39260번째수,,,,3.14
39261번째수,,,,3.79
39262번째수,,,,4.56
39263번째수,,,,1.06
39264번째수,,,,4.03
39265번째수,,,,5.64
39266번째수,,,,4.58
39267번째수,,,,3.9
39268번째수,,,,4.73
39269번째수,,,,1.93
39270번째수,,,,2.03
39271번째수,,,,4.54
39272번째수,,,,4.89
39273번째수,,,,2.82
39274번째수,,,,5.65
39275번째수,,,,1.03
39276번째수,,,,2.74
39277번째수,,,,4.79
39278번째수,,,,2.67
39279번째수,,,,4.8
39280번째수,,,,4.59
39281번째수,,,,5.41
39282번째수,,,,5.75
39283번째수,,,,3.74
39284번째수,,,,2.49
39285번째수,,,,5.32
39286번째수,,,,3.59
39287번째수,,,,3.61
39288번째수,,,,1.34
39289번째수,,,,3.66
39290번째수,,,,1.82
39291번째수,,,,3.04
39292번째수,,,,2.17
39293번째수,,,,4.77
39294번째수,,,,3.44
39295번째수,,,,3.36
39296번째수,,,,5.5
39297번째수,,,,5.97
39298번째수,,,,5.68
39299번째수,,,,5.86
39300번째수,,,,3.13
39301번째수,,,,3.32
39302번째수,,,,2.93
39303번째수,,,,2.06
39304번째수,,,,1.86
39305번째수,,,,1.16
39306번째수,,,,2.85
39307번째수,,,,2.24
39308번째수,,,,5.1
39309번째수,,,,2.31
39310번째수,,,,2.05
39311번째수,,,,2.76
39312번째수,,,,2.4
39313번째수,,,,4.83
39314번째수,,,,5.92
39315번째수,,,,1.1
39316번째수,,,,3.25
39317번째수,,,,1.41
39318번째수,,,,5.27
39319번째수,,,,1.69
39320번째수,,,,3.27
39321번째수,,,,4.57
39322번째수,,,,3.03
39323번째수,,,,3.19
39324번째수,,,,1.27
39325번째수,,,,4.18
39326번째수,,,,1.48
39327번째수,,,,1.84
39328번째수,,,,1.47
39329번째수,,,,3.97
39330번째수,,,,3.54
39331번째수,,,,5.43
39332번째수,,,,4.82
39333번째수,,,,5.66
39334번째수,,,,4.98
39335번째수,,,,4.34
39336번째수,,,,3.8
39337번째수,,,,1.83
39338번째수,,,,4.87
39339번째수,,,,3.44
39340번째수,,,,5.89
39341번째수,,,,4.56
39342번째수,,,,5.89
39343번째수,,,,2.42
39344번째수,,,,5.07
39345번째수,,,,5.35
39346번째수,,,,3.96
39347번째수,,,,2.17
39348번째수,,,,5.14
39349번째수,,,,5.05
39350번째수,,,,5.21
39351번째수,,,,3.39
39352번째수,,,,5.73
39353번째수,,,,3.99
39354번째수,,,,1.68
39355번째수,,,,3.84
39356번째수,,,,1.14
39357번째수,,,,1.57
39358번째수,,,,1.35
39359번째수,,,,2.61
39360번째수,,,,2.26
39361번째수,,,,5.84
39362번째수,,,,2.74
39363번째수,,,,2.01
39364번째수,,,,5.34
39365번째수,,,,4.71
39366번째수,,,,1.92
39367번째수,,,,3.96
39368번째수,,,,1.67
39369번째수,,,,3.31
39370번째수,,,,4.25
39371번째수,,,,2.0
39372번째수,,,,2.09
39373번째수,,,,3.48
39374번째수,,,,1.64
39375번째수,,,,5.6
39376번째수,,,,5.59
39377번째수,,,,5.19
39378번째수,,,,2.45
39379번째수,,,,4.75
39380번째수,,,,3.2
39381번째수,,,,1.9
39382번째수,,,,1.23
39383번째수,,,,1.94
39384번째수,,,,1.16
39385번째수,,,,5.84
39386번째수,,,,2.75
39387번째수,,,,1.06
39388번째수,,,,1.38
39389번째수,,,,4.89
39390번째수,,,,1.32
39391번째수,,,,2.19
39392번째수,,,,1.18
39393번째수,,,,2.3
39394번째수,,,,1.86
39395번째수,,,,4.2
39396번째수,,,,2.86
39397번째수,,,,1.69
39398번째수,,,,2.09
39399번째수,,,,5.65
39400번째수,,,,3.3
39401번째수,,,,2.79
39402번째수,,,,3.49
39403번째수,,,,4.77
39404번째수,,,,1.94
39405번째수,,,,4.7
39406번째수,,,,4.29
39407번째수,,,,4.67
39408번째수,,,,2.78
39409번째수,,,,5.27
39410번째수,,,,5.02
39411번째수,,,,5.62
39412번째수,,,,5.57
39413번째수,,,,1.81
39414번째수,,,,5.86
39415번째수,,,,1.03
39416번째수,,,,2.83
39417번째수,,,,4.32
39418번째수,,,,5.58
39419번째수,,,,3.35
39420번째수,,,,5.43
39421번째수,,,,4.95
39422번째수,,,,1.85
39423번째수,,,,4.16
39424번째수,,,,2.9
39425번째수,,,,1.7
39426번째수,,,,1.38
39427번째수,,,,4.02
39428번째수,,,,3.94
39429번째수,,,,1.89
39430번째수,,,,4.04
39431번째수,,,,3.63
39432번째수,,,,5.12
39433번째수,,,,2.58
39434번째수,,,,4.74
39435번째수,,,,5.91
39436번째수,,,,2.59
39437번째수,,,,1.83
39438번째수,,,,3.35
39439번째수,,,,2.73
39440번째수,,,,2.14
39441번째수,,,,2.36
39442번째수,,,,1.89
39443번째수,,,,1.05
39444번째수,,,,5.83
39445번째수,,,,5.09
39446번째수,,,,5.94
39447번째수,,,,5.08
39448번째수,,,,3.49
39449번째수,,,,3.09
39450번째수,,,,1.02
39451번째수,,,,3.09
39452번째수,,,,5.02
39453번째수,,,,2.16
39454번째수,,,,2.58
39455번째수,,,,2.47
39456번째수,,,,1.19
39457번째수,,,,4.0
39458번째수,,,,2.21
39459번째수,,,,1.44
39460번째수,,,,3.11
39461번째수,,,,5.67
39462번째수,,,,2.26
39463번째수,,,,2.36
39464번째수,,,,3.67
39465번째수,,,,2.35
39466번째수,,,,4.6
39467번째수,,,,4.29
39468번째수,,,,2.72
39469번째수,,,,5.38
39470번째수,,,,3.71
39471번째수,,,,3.04
39472번째수,,,,4.87
39473번째수,,,,2.44
39474번째수,,,,1.19
39475번째수,,,,1.92
39476번째수,,,,5.54
39477번째수,,,,3.83
39478번째수,,,,5.69
39479번째수,,,,2.78
39480번째수,,,,3.52
39481번째수,,,,4.91
39482번째수,,,,3.04
39483번째수,,,,3.21
39484번째수,,,,4.73
39485번째수,,,,4.13
39486번째수,,,,5.56
39487번째수,,,,3.07
39488번째수,,,,1.6
39489번째수,,,,4.83
39490번째수,,,,4.24
39491번째수,,,,3.92
39492번째수,,,,5.59
39493번째수,,,,2.34
39494번째수,,,,1.8
39495번째수,,,,1.48
39496번째수,,,,5.41
39497번째수,,,,4.23
39498번째수,,,,1.91
39499번째수,,,,3.89
39500번째수,,,,1.29
39501번째수,,,,3.95
39502번째수,,,,4.14
39503번째수,,,,1.67
39504번째수,,,,4.12
39505번째수,,,,1.27
39506번째수,,,,4.23
39507번째수,,,,2.92
39508번째수,,,,5.16
39509번째수,,,,1.31
39510번째수,,,,4.47
39511번째수,,,,4.64
39512번째수,,,,2.4
39513번째수,,,,1.05
39514번째수,,,,1.75
39515번째수,,,,1.89
39516번째수,,,,2.89
39517번째수,,,,1.65
39518번째수,,,,2.62
39519번째수,,,,4.53
39520번째수,,,,1.2
39521번째수,,,,1.07
39522번째수,,,,5.14
39523번째수,,,,2.22
39524번째수,,,,2.02
39525번째수,,,,4.08
39526번째수,,,,4.3
39527번째수,,,,1.79
39528번째수,,,,4.05
39529번째수,,,,1.07
39530번째수,,,,2.54
39531번째수,,,,1.17
39532번째수,,,,1.69
39533번째수,,,,2.96
39534번째수,,,,5.74
39535번째수,,,,4.07
39536번째수,,,,2.81
39537번째수,,,,3.31
39538번째수,,,,1.33
39539번째수,,,,4.95
39540번째수,,,,3.34
39541번째수,,,,4.3
39542번째수,,,,5.04
39543번째수,,,,2.89
39544번째수,,,,1.79
39545번째수,,,,1.64
39546번째수,,,,1.94
39547번째수,,,,2.79
39548번째수,,,,1.74
39549번째수,,,,4.27
39550번째수,,,,4.03
39551번째수,,,,3.64
39552번째수,,,,2.86
39553번째수,,,,4.02
39554번째수,,,,2.83
39555번째수,,,,1.3
39556번째수,,,,2.65
39557번째수,,,,1.58
39558번째수,,,,2.04
39559번째수,,,,5.76
39560번째수,,,,5.08
39561번째수,,,,1.02
39562번째수,,,,1.54
39563번째수,,,,5.53
39564번째수,,,,5.0
39565번째수,,,,4.58
39566번째수,,,,1.46
39567번째수,,,,1.78
39568번째수,,,,4.01
39569번째수,,,,5.68
39570번째수,,,,2.97
39571번째수,,,,1.0
39572번째수,,,,4.68
39573번째수,,,,4.77
39574번째수,,,,1.57
39575번째수,,,,4.87
39576번째수,,,,1.83
39577번째수,,,,4.45
39578번째수,,,,3.56
39579번째수,,,,3.05
39580번째수,,,,1.21
39581번째수,,,,2.56
39582번째수,,,,2.89
39583번째수,,,,5.09
39584번째수,,,,2.59
39585번째수,,,,5.74
39586번째수,,,,4.44
39587번째수,,,,2.4
39588번째수,,,,1.05
39589번째수,,,,1.19
39590번째수,,,,1.38
39591번째수,,,,1.2
39592번째수,,,,1.19
39593번째수,,,,4.14
39594번째수,,,,1.83
39595번째수,,,,3.08
39596번째수,,,,3.3
39597번째수,,,,2.93
39598번째수,,,,4.2
39599번째수,,,,1.25
39600번째수,,,,5.33
39601번째수,,,,3.59
39602번째수,,,,4.92
39603번째수,,,,3.41
39604번째수,,,,3.73
39605번째수,,,,1.91
39606번째수,,,,1.56
39607번째수,,,,2.27
39608번째수,,,,1.03
39609번째수,,,,3.75
39610번째수,,,,2.76
39611번째수,,,,1.39
39612번째수,,,,5.87
39613번째수,,,,1.73
39614번째수,,,,4.22
39615번째수,,,,2.3
39616번째수,,,,1.93
39617번째수,,,,3.38
39618번째수,,,,5.97
39619번째수,,,,2.04
39620번째수,,,,1.55
39621번째수,,,,1.71
39622번째수,,,,4.32
39623번째수,,,,4.56
39624번째수,,,,5.23
39625번째수,,,,4.81
39626번째수,,,,5.4
39627번째수,,,,5.11
39628번째수,,,,4.22
39629번째수,,,,1.58
39630번째수,,,,3.87
39631번째수,,,,2.48
39632번째수,,,,3.11
39633번째수,,,,2.28
39634번째수,,,,3.06
39635번째수,,,,3.37
39636번째수,,,,2.54
39637번째수,,,,5.78
39638번째수,,,,4.09
39639번째수,,,,5.72
39640번째수,,,,3.33
39641번째수,,,,1.56
39642번째수,,,,3.55
39643번째수,,,,3.51
39644번째수,,,,4.38
39645번째수,,,,5.91
39646번째수,,,,3.22
39647번째수,,,,2.69
39648번째수,,,,3.77
39649번째수,,,,4.14
39650번째수,,,,3.64
39651번째수,,,,4.22
39652번째수,,,,2.3
39653번째수,,,,4.99
39654번째수,,,,1.24
39655번째수,,,,5.7
39656번째수,,,,3.94
39657번째수,,,,5.72
39658번째수,,,,1.18
39659번째수,,,,1.5
39660번째수,,,,2.86
39661번째수,,,,2.51
39662번째수,,,,5.11
39663번째수,,,,2.0
39664번째수,,,,1.12
39665번째수,,,,5.71
39666번째수,,,,1.77
39667번째수,,,,2.05
39668번째수,,,,1.26
39669번째수,,,,5.68
39670번째수,,,,5.72
39671번째수,,,,4.1
39672번째수,,,,5.56
39673번째수,,,,5.96
39674번째수,,,,3.04
39675번째수,,,,2.02
39676번째수,,,,3.25
39677번째수,,,,3.35
39678번째수,,,,2.42
39679번째수,,,,1.36
39680번째수,,,,1.07
39681번째수,,,,5.01
39682번째수,,,,4.96
39683번째수,,,,4.83
39684번째수,,,,2.66
39685번째수,,,,4.39
39686번째수,,,,1.23
39687번째수,,,,5.76
39688번째수,,,,5.85
39689번째수,,,,3.31
39690번째수,,,,2.74
39691번째수,,,,5.05
39692번째수,,,,2.34
39693번째수,,,,3.55
39694번째수,,,,5.1
39695번째수,,,,2.83
39696번째수,,,,5.61
39697번째수,,,,4.83
39698번째수,,,,5.22
39699번째수,,,,5.16
39700번째수,,,,1.3
39701번째수,,,,4.01
39702번째수,,,,4.44
39703번째수,,,,4.38
39704번째수,,,,1.87
39705번째수,,,,4.96
39706번째수,,,,5.13
39707번째수,,,,2.09
39708번째수,,,,4.64
39709번째수,,,,2.76
39710번째수,,,,3.53
39711번째수,,,,3.76
39712번째수,,,,5.95
39713번째수,,,,3.86
39714번째수,,,,1.25
39715번째수,,,,1.23
39716번째수,,,,1.24
39717번째수,,,,5.29
39718번째수,,,,4.83
39719번째수,,,,4.45
39720번째수,,,,3.71
39721번째수,,,,2.19
39722번째수,,,,5.48
39723번째수,,,,3.22
39724번째수,,,,5.91
39725번째수,,,,1.44
39726번째수,,,,1.47
39727번째수,,,,3.13
39728번째수,,,,4.29
39729번째수,,,,4.22
39730번째수,,,,1.26
39731번째수,,,,3.59
39732번째수,,,,4.28
39733번째수,,,,1.85
39734번째수,,,,3.63
39735번째수,,,,5.16
39736번째수,,,,1.68
39737번째수,,,,4.42
39738번째수,,,,5.53
39739번째수,,,,2.3
39740번째수,,,,3.71
39741번째수,,,,5.6
39742번째수,,,,4.74
39743번째수,,,,5.42
39744번째수,,,,3.3
39745번째수,,,,1.41
39746번째수,,,,4.57
39747번째수,,,,3.84
39748번째수,,,,2.68
39749번째수,,,,4.86
39750번째수,,,,2.52
39751번째수,,,,5.31
39752번째수,,,,3.93
39753번째수,,,,5.46
39754번째수,,,,1.6
39755번째수,,,,5.86
39756번째수,,,,3.07
39757번째수,,,,4.15
39758번째수,,,,2.91
39759번째수,,,,1.72
39760번째수,,,,4.85
39761번째수,,,,4.77
39762번째수,,,,1.72
39763번째수,,,,5.8
39764번째수,,,,1.52
39765번째수,,,,5.1
39766번째수,,,,2.32
39767번째수,,,,2.1
39768번째수,,,,5.21
39769번째수,,,,2.61
39770번째수,,,,5.22
39771번째수,,,,3.14
39772번째수,,,,1.24
39773번째수,,,,5.58
39774번째수,,,,1.02
39775번째수,,,,2.23
39776번째수,,,,5.21
39777번째수,,,,5.13
39778번째수,,,,5.25
39779번째수,,,,5.5
39780번째수,,,,2.79
39781번째수,,,,2.42
39782번째수,,,,2.44
39783번째수,,,,1.79
39784번째수,,,,3.11
39785번째수,,,,1.1
39786번째수,,,,2.95
39787번째수,,,,4.0
39788번째수,,,,4.21
39789번째수,,,,3.11
39790번째수,,,,3.05
39791번째수,,,,1.86
39792번째수,,,,2.09
39793번째수,,,,3.43
39794번째수,,,,5.66
39795번째수,,,,1.61
39796번째수,,,,5.17
39797번째수,,,,1.17
39798번째수,,,,4.19
39799번째수,,,,4.65
39800번째수,,,,5.04
39801번째수,,,,1.32
39802번째수,,,,3.81
39803번째수,,,,5.63
39804번째수,,,,1.87
39805번째수,,,,5.17
39806번째수,,,,4.92
39807번째수,,,,1.05
39808번째수,,,,2.98
39809번째수,,,,3.83
39810번째수,,,,4.63
39811번째수,,,,3.24
39812번째수,,,,3.02
39813번째수,,,,5.31
39814번째수,,,,3.85
39815번째수,,,,4.21
39816번째수,,,,2.87
39817번째수,,,,3.54
39818번째수,,,,1.89
39819번째수,,,,3.84
39820번째수,,,,5.82
39821번째수,,,,5.16
39822번째수,,,,4.04
39823번째수,,,,5.74
39824번째수,,,,3.39
39825번째수,,,,3.71
39826번째수,,,,3.91
39827번째수,,,,2.29
39828번째수,,,,4.59
39829번째수,,,,5.91
39830번째수,,,,5.55
39831번째수,,,,5.58
39832번째수,,,,1.11
39833번째수,,,,5.91
39834번째수,,,,2.68
39835번째수,,,,4.33
39836번째수,,,,4.28
39837번째수,,,,3.32
39838번째수,,,,5.14
39839번째수,,,,3.35
39840번째수,,,,4.85
39841번째수,,,,3.52
39842번째수,,,,5.92
39843번째수,,,,1.94
39844번째수,,,,1.56
39845번째수,,,,1.67
39846번째수,,,,5.85
39847번째수,,,,1.53
39848번째수,,,,3.0
39849번째수,,,,1.29
39850번째수,,,,5.94
39851번째수,,,,4.89
39852번째수,,,,2.34
39853번째수,,,,2.24
39854번째수,,,,2.59
39855번째수,,,,3.07
39856번째수,,,,2.35
39857번째수,,,,1.83
39858번째수,,,,2.07
39859번째수,,,,3.91
39860번째수,,,,3.41
39861번째수,,,,3.45
39862번째수,,,,1.14
39863번째수,,,,5.46
39864번째수,,,,3.95
39865번째수,,,,5.58
39866번째수,,,,1.75
39867번째수,,,,1.74
39868번째수,,,,5.6
39869번째수,,,,1.71
39870번째수,,,,4.16
39871번째수,,,,4.65
39872번째수,,,,5.54
39873번째수,,,,5.16
39874번째수,,,,2.51
39875번째수,,,,3.37
39876번째수,,,,4.31
39877번째수,,,,5.97
39878번째수,,,,4.97
39879번째수,,,,4.88
39880번째수,,,,4.65
39881번째수,,,,2.85
39882번째수,,,,4.9
39883번째수,,,,1.26
39884번째수,,,,4.66
39885번째수,,,,3.15
39886번째수,,,,4.6
39887번째수,,,,4.4
39888번째수,,,,1.75
39889번째수,,,,4.19
39890번째수,,,,1.42
39891번째수,,,,5.94
39892번째수,,,,1.51
39893번째수,,,,3.2
39894번째수,,,,5.81
39895번째수,,,,1.72
39896번째수,,,,3.22
39897번째수,,,,4.6
39898번째수,,,,4.22
39899번째수,,,,3.07
39900번째수,,,,2.18
39901번째수,,,,4.5
39902번째수,,,,3.0
39903번째수,,,,2.55
39904번째수,,,,5.11
39905번째수,,,,4.66
39906번째수,,,,5.94
39907번째수,,,,6.0
39908번째수,,,,5.93
39909번째수,,,,5.72
39910번째수,,,,4.82
39911번째수,,,,2.23
39912번째수,,,,5.11
39913번째수,,,,2.76
39914번째수,,,,2.57
39915번째수,,,,2.54
39916번째수,,,,2.71
39917번째수,,,,1.24
39918번째수,,,,5.75
39919번째수,,,,1.1
39920번째수,,,,4.37
39921번째수,,,,4.2
39922번째수,,,,4.66
39923번째수,,,,1.66
39924번째수,,,,1.84
39925번째수,,,,1.51
39926번째수,,,,1.54
39927번째수,,,,2.04
39928번째수,,,,5.21
39929번째수,,,,1.06
39930번째수,,,,5.39
39931번째수,,,,3.8
39932번째수,,,,4.75
39933번째수,,,,4.71
39934번째수,,,,4.39
39935번째수,,,,3.64
39936번째수,,,,1.1
39937번째수,,,,1.21
39938번째수,,,,4.27
39939번째수,,,,2.5
39940번째수,,,,2.77
39941번째수,,,,4.0
39942번째수,,,,2.18
39943번째수,,,,5.41
39944번째수,,,,4.7
39945번째수,,,,5.69
39946번째수,,,,2.0
39947번째수,,,,2.37
39948번째수,,,,5.48
39949번째수,,,,3.49
39950번째수,,,,1.26
39951번째수,,,,5.71
39952번째수,,,,5.03
39953번째수,,,,5.63
39954번째수,,,,3.85
39955번째수,,,,3.83
39956번째수,,,,4.72
39957번째수,,,,5.7
39958번째수,,,,2.27
39959번째수,,,,3.81
39960번째수,,,,2.21
39961번째수,,,,1.78
39962번째수,,,,3.65
39963번째수,,,,5.63
39964번째수,,,,3.49
39965번째수,,,,2.31
39966번째수,,,,3.97
39967번째수,,,,5.38
39968번째수,,,,5.3
39969번째수,,,,3.33
39970번째수,,,,2.28
39971번째수,,,,5.62
39972번째수,,,,2.11
39973번째수,,,,4.33
39974번째수,,,,3.86
39975번째수,,,,3.55
39976번째수,,,,3.01
39977번째수,,,,3.98
39978번째수,,,,4.71
39979번째수,,,,2.13
39980번째수,,,,1.75
39981번째수,,,,2.99
39982번째수,,,,5.7
39983번째수,,,,1.93
39984번째수,,,,5.27
39985번째수,,,,4.51
39986번째수,,,,5.13
39987번째수,,,,4.28
39988번째수,,,,5.17
39989번째수,,,,4.15
39990번째수,,,,3.95
39991번째수,,,,1.56
39992번째수,,,,5.5
39993번째수,,,,5.35
39994번째수,,,,1.3
39995번째수,,,,3.53
39996번째수,,,,3.43
39997번째수,,,,2.09
39998번째수,,,,2.41
39999번째수,,,,2.95
40000번째수,,,,5.39
40001번째수,,,,3.81
40002번째수,,,,3.12
40003번째수,,,,1.43
40004번째수,,,,2.17
40005번째수,,,,5.63
40006번째수,,,,4.22
40007번째수,,,,3.3
40008번째수,,,,1.89
40009번째수,,,,1.54
40010번째수,,,,4.69
40011번째수,,,,1.04
40012번째수,,,,1.19
40013번째수,,,,1.51
40014번째수,,,,4.42
40015번째수,,,,1.19
40016번째수,,,,4.57
40017번째수,,,,2.41
40018번째수,,,,2.11
40019번째수,,,,3.24
40020번째수,,,,3.76
40021번째수,,,,4.97
40022번째수,,,,1.12
40023번째수,,,,1.56
40024번째수,,,,4.05
40025번째수,,,,5.39
40026번째수,,,,4.43
40027번째수,,,,5.92
40028번째수,,,,2.23
40029번째수,,,,5.15
40030번째수,,,,4.2
40031번째수,,,,1.11
40032번째수,,,,5.8
40033번째수,,,,2.13
40034번째수,,,,3.04
40035번째수,,,,4.02
40036번째수,,,,3.66
40037번째수,,,,4.11
40038번째수,,,,2.47
40039번째수,,,,4.28
40040번째수,,,,5.54
40041번째수,,,,4.37
40042번째수,,,,5.54
40043번째수,,,,3.73
40044번째수,,,,4.27
40045번째수,,,,1.98
40046번째수,,,,3.6
40047번째수,,,,2.36
40048번째수,,,,4.58
40049번째수,,,,5.62
40050번째수,,,,4.62
40051번째수,,,,1.91
40052번째수,,,,4.81
40053번째수,,,,3.36
40054번째수,,,,5.66
40055번째수,,,,5.41
40056번째수,,,,5.83
40057번째수,,,,4.37
40058번째수,,,,5.0
40059번째수,,,,3.02
40060번째수,,,,5.2
40061번째수,,,,1.25
40062번째수,,,,4.51
40063번째수,,,,4.96
40064번째수,,,,2.12
40065번째수,,,,1.05
40066번째수,,,,3.68
40067번째수,,,,4.97
40068번째수,,,,3.12
40069번째수,,,,5.47
40070번째수,,,,1.31
40071번째수,,,,5.52
40072번째수,,,,2.2
40073번째수,,,,3.62
40074번째수,,,,3.27
40075번째수,,,,1.97
40076번째수,,,,2.48
40077번째수,,,,3.07
40078번째수,,,,5.64
40079번째수,,,,5.1
40080번째수,,,,2.01
40081번째수,,,,4.61
40082번째수,,,,4.41
40083번째수,,,,2.65
40084번째수,,,,4.84
40085번째수,,,,5.02
40086번째수,,,,4.15
40087번째수,,,,3.49
40088번째수,,,,4.03
40089번째수,,,,5.97
40090번째수,,,,4.92
40091번째수,,,,5.59
40092번째수,,,,4.81
40093번째수,,,,1.6
40094번째수,,,,5.19
40095번째수,,,,1.91
40096번째수,,,,1.06
40097번째수,,,,2.89
40098번째수,,,,3.56
40099번째수,,,,4.64
40100번째수,,,,2.13
40101번째수,,,,4.28
40102번째수,,,,5.5
40103번째수,,,,3.87
40104번째수,,,,1.32
40105번째수,,,,4.27
40106번째수,,,,5.79
40107번째수,,,,5.81
40108번째수,,,,2.6
40109번째수,,,,1.17
40110번째수,,,,2.59
40111번째수,,,,5.16
40112번째수,,,,5.6
40113번째수,,,,1.69
40114번째수,,,,3.83
40115번째수,,,,5.51
40116번째수,,,,3.5
40117번째수,,,,5.3
40118번째수,,,,1.47
40119번째수,,,,5.54
40120번째수,,,,4.81
40121번째수,,,,5.93
40122번째수,,,,5.56
40123번째수,,,,3.22
40124번째수,,,,5.3
40125번째수,,,,3.64
40126번째수,,,,5.04
40127번째수,,,,3.65
40128번째수,,,,5.92
40129번째수,,,,2.76
40130번째수,,,,3.26
40131번째수,,,,3.13
40132번째수,,,,3.92
40133번째수,,,,2.15
40134번째수,,,,1.98
40135번째수,,,,3.9
40136번째수,,,,1.88
40137번째수,,,,3.86
40138번째수,,,,4.74
40139번째수,,,,4.58
40140번째수,,,,5.47
40141번째수,,,,1.34
40142번째수,,,,5.55
40143번째수,,,,5.94
40144번째수,,,,2.15
40145번째수,,,,4.26
40146번째수,,,,5.65
40147번째수,,,,2.96
40148번째수,,,,2.16
40149번째수,,,,5.71
40150번째수,,,,5.06
40151번째수,,,,5.25
40152번째수,,,,2.07
40153번째수,,,,3.49
40154번째수,,,,5.02
40155번째수,,,,3.22
40156번째수,,,,3.48
40157번째수,,,,2.28
40158번째수,,,,2.43
40159번째수,,,,5.25
40160번째수,,,,5.27
40161번째수,,,,5.08
40162번째수,,,,4.08
40163번째수,,,,1.66
40164번째수,,,,5.68
40165번째수,,,,5.75
40166번째수,,,,4.47
40167번째수,,,,5.18
40168번째수,,,,5.79
40169번째수,,,,4.12
40170번째수,,,,2.86
40171번째수,,,,5.03
40172번째수,,,,1.86
40173번째수,,,,3.64
40174번째수,,,,3.41
40175번째수,,,,1.44
40176번째수,,,,2.4
40177번째수,,,,5.01
40178번째수,,,,5.13
40179번째수,,,,3.2
40180번째수,,,,3.58
40181번째수,,,,4.5
40182번째수,,,,2.73
40183번째수,,,,5.8
40184번째수,,,,2.13
40185번째수,,,,5.95
40186번째수,,,,4.92
40187번째수,,,,1.99
40188번째수,,,,1.09
40189번째수,,,,3.86
40190번째수,,,,5.42
40191번째수,,,,3.86
40192번째수,,,,2.65
40193번째수,,,,5.21
40194번째수,,,,4.4
40195번째수,,,,5.37
40196번째수,,,,4.95
40197번째수,,,,4.49
40198번째수,,,,5.41
40199번째수,,,,1.89
40200번째수,,,,4.37
40201번째수,,,,3.35
40202번째수,,,,4.29
40203번째수,,,,5.01
40204번째수,,,,2.92
40205번째수,,,,3.88
40206번째수,,,,2.16
40207번째수,,,,5.58
40208번째수,,,,3.06
40209번째수,,,,2.56
40210번째수,,,,5.09
40211번째수,,,,5.03
40212번째수,,,,3.95
40213번째수,,,,5.31
40214번째수,,,,1.01
40215번째수,,,,1.95
40216번째수,,,,4.43
40217번째수,,,,4.3
40218번째수,,,,4.35
40219번째수,,,,2.66
40220번째수,,,,2.94
40221번째수,,,,5.85
40222번째수,,,,1.72
40223번째수,,,,2.66
40224번째수,,,,4.68
40225번째수,,,,4.87
40226번째수,,,,3.13
40227번째수,,,,5.21
40228번째수,,,,5.08
40229번째수,,,,1.46
40230번째수,,,,1.53
40231번째수,,,,3.77
40232번째수,,,,2.89
40233번째수,,,,1.43
40234번째수,,,,3.03
40235번째수,,,,2.91
40236번째수,,,,5.62
40237번째수,,,,3.08
40238번째수,,,,3.4
40239번째수,,,,4.19
40240번째수,,,,2.73
40241번째수,,,,4.97
40242번째수,,,,3.77
40243번째수,,,,4.54
40244번째수,,,,4.92
40245번째수,,,,2.67
40246번째수,,,,2.66
40247번째수,,,,5.1
40248번째수,,,,4.94
40249번째수,,,,4.74
40250번째수,,,,4.59
40251번째수,,,,2.59
40252번째수,,,,2.31
40253번째수,,,,1.4
40254번째수,,,,4.83
40255번째수,,,,2.42
40256번째수,,,,5.69
40257번째수,,,,5.4
40258번째수,,,,4.75
40259번째수,,,,5.25
40260번째수,,,,5.73
40261번째수,,,,5.73
40262번째수,,,,4.45
40263번째수,,,,5.88
40264번째수,,,,5.23
40265번째수,,,,1.21
